fsi_id,gc_fsi_epu_lag1,gc_fsi_epu_lag2,gc_fsi_epu_lag3,gc_fsi_epu_lag4,gc_fsi_epu_lag5,gc_fsi_epu_lag6,gc_fsi_epu_lag7,gc_fsi_epu_lag8,gc_fsi_epu_lag9,gc_fsi_epu_lag10,gc_fsi_epu_lag11,gc_fsi_epu_lag12,gc_epu_fsi_lag1,gc_epu_fsi_lag2,gc_epu_fsi_lag3,gc_epu_fsi_lag4,gc_epu_fsi_lag5,gc_epu_fsi_lag6,gc_epu_fsi_lag7,gc_epu_fsi_lag8,gc_epu_fsi_lag9,gc_epu_fsi_lag10,gc_epu_fsi_lag11,gc_epu_fsi_lag12,gc_fsi_cfsi_lag1,gc_fsi_cfsi_lag2,gc_fsi_cfsi_lag3,gc_fsi_cfsi_lag4,gc_fsi_cfsi_lag5,gc_fsi_cfsi_lag6,gc_fsi_cfsi_lag7,gc_fsi_cfsi_lag8,gc_fsi_cfsi_lag9,gc_fsi_cfsi_lag10,gc_fsi_cfsi_lag11,gc_fsi_cfsi_lag12,gc_cfsi_fsi_lag1,gc_cfsi_fsi_lag2,gc_cfsi_fsi_lag3,gc_cfsi_fsi_lag4,gc_cfsi_fsi_lag5,gc_cfsi_fsi_lag6,gc_cfsi_fsi_lag7,gc_cfsi_fsi_lag8,gc_cfsi_fsi_lag9,gc_cfsi_fsi_lag10,gc_cfsi_fsi_lag11,gc_cfsi_fsi_lag12,gc_fsi_vixc_lag1,gc_fsi_vixc_lag2,gc_fsi_vixc_lag3,gc_fsi_vixc_lag4,gc_fsi_vixc_lag5,gc_fsi_vixc_lag6,gc_fsi_vixc_lag7,gc_fsi_vixc_lag8,gc_fsi_vixc_lag9,gc_fsi_vixc_lag10,gc_fsi_vixc_lag11,gc_fsi_vixc_lag12,gc_fsi_vixc_lag13,gc_fsi_vixc_lag14,gc_fsi_vixc_lag15,gc_fsi_vixc_lag16,gc_fsi_vixc_lag17,gc_fsi_vixc_lag18,gc_fsi_vixc_lag19,gc_fsi_vixc_lag20,gc_fsi_vixc_lag21,gc_fsi_vixc_lag22,gc_fsi_vixc_lag23,gc_fsi_vixc_lag24,gc_fsi_vixc_lag25,gc_fsi_vixc_lag26,gc_fsi_vixc_lag27,gc_fsi_vixc_lag28,gc_fsi_vixc_lag29,gc_fsi_vixc_lag30
fsi_2a9d11949be8,0.038129,0.035115,0.049385,0.090384,0.084168,0.171028,0.143461,0.172795,0.252985,0.419494,0.501107,0.163864,0.012122,0.162687,0.311382,0.371602,0.456514,0.152299,0.202095,0.131116,0.104078,0.301268,0.311015,0.349842,0.444343,0.735033,0.809328,0.921769,0.869636,0.90948,0.913227,0.859889,0.532323,0.540976,0.601973,0.553171,0.056708,0.130322,0.208505,0.28691,0.37079,0.418833,0.205541,0.23227,0.156667,0.192232,0.032575,0.036885,0.610091,0.51541,0.654019,0.752367,0.919659,0.634785,0.68906,0.701659,0.772237,0.466124,0.548745,0.561435,0.540525,0.46962,0.372728,0.386387,0.425022,0.481276,0.465615,0.541034,0.579719,0.606105,0.62557,0.589598,0.646978,0.693533,0.713465,0.717847,0.721405,0.659374
fsi_fc799d499e79,0.152052,0.021302,0.013169,0.014461,0.036169,0.182483,0.246151,0.102295,0.18193,0.160747,0.238704,0.22197,0.012654,0.023512,0.087486,0.01783,0.017113,0.025679,0.056616,0.03964,0.056343,0.132836,0.14721,0.20468,0.123922,0.232784,0.365244,0.477616,0.389314,0.456517,0.459836,0.438854,0.228223,0.18331,0.402038,0.431508,0.034319,0.191716,0.506072,0.550195,0.265773,0.262985,0.237725,0.018626,0.150662,0.218853,0.192455,0.132853,0.01497,0.00989,0.021009,0.035049,0.066065,0.057625,0.096957,0.102255,0.081879,0.101729,0.085045,0.133809,0.061196,0.092933,0.112664,0.137449,0.154107,0.189903,0.2462,0.247801,0.286865,0.328962,0.348607,0.289829,0.342762,0.342942,0.380422,0.122236,0.103054,0.119727
fsi_34f55319e5f8,0.14014,0.024495,0.01569,0.016649,0.043794,0.197057,0.265005,0.108724,0.190789,0.162868,0.241353,0.225739,0.01376,0.023251,0.071591,0.017248,0.020578,0.029721,0.061561,0.041357,0.059269,0.133423,0.140812,0.192941,0.130952,0.252308,0.387981,0.518586,0.409996,0.485937,0.499851,0.476972,0.282167,0.237186,0.485465,0.511553,0.03725,0.205107,0.539312,0.534388,0.259192,0.243316,0.218984,0.019417,0.1624,0.222092,0.189466,0.139552,0.021351,0.014592,0.031263,0.046661,0.093995,0.085781,0.134449,0.153721,0.129082,0.165144,0.149639,0.218829,0.118165,0.167134,0.18618,0.214217,0.233848,0.272713,0.335123,0.338899,0.380925,0.429586,0.451264,0.364927,0.42284,0.429899,0.472902,0.150416,0.130306,0.15055
fsi_0c83e2c67360,0.314245,0.030438,0.041795,0.043494,0.061743,0.316474,0.443243,0.35315,0.485209,0.463084,0.591271,0.543908,0.065392,0.046905,0.261848,0.006301,0.005558,0.016428,0.022783,0.010456,0.023598,0.054068,0.0772,0.033659,0.081826,0.182919,0.207942,0.367094,0.484401,0.512193,0.595994,0.543338,0.476849,0.332598,0.262691,0.314742,0.001759,0.049371,0.232442,0.189423,0.166998,0.244644,0.31743,0.091753,0.151594,0.29743,0.440795,0.425502,0.065243,0.067089,0.116838,0.130112,0.174949,0.103701,0.163328,0.243611,0.217604,0.243275,0.266033,0.293263,0.097496,0.146322,0.122071,0.111631,0.145946,0.175478,0.193031,0.211481,0.260242,0.286439,0.315755,0.240698,0.287648,0.322459,0.380308,0.24469,0.185654,0.201634
fsi_3cb80064d46d,0.179121,0.015254,0.008485,0.009294,0.026261,0.135406,0.190128,0.06707,0.13044,0.127542,0.190253,0.183402,0.014957,0.037551,0.161668,0.03946,0.033746,0.05132,0.10233,0.076961,0.091733,0.201711,0.205085,0.257915,0.183217,0.333022,0.472612,0.596211,0.481907,0.562006,0.565726,0.510637,0.302854,0.270364,0.512224,0.526555,0.02459,0.153303,0.438435,0.551737,0.354328,0.31248,0.315507,0.032252,0.162852,0.232504,0.210623,0.132205,0.030711,0.019806,0.041054,0.073212,0.114269,0.094301,0.149316,0.151249,0.106826,0.123987,0.106291,0.156025,0.047957,0.076737,0.099958,0.119729,0.134475,0.165431,0.226688,0.230046,0.270407,0.315296,0.349609,0.30334,0.355709,0.344894,0.384384,0.143269,0.127654,0.150623
fsi_d6122e18acdc,0.157736,0.025114,0.016041,0.016841,0.041466,0.210601,0.2829,0.111102,0.195786,0.160125,0.233148,0.201985,0.01337,0.021669,0.070767,0.014892,0.015924,0.023875,0.054645,0.037025,0.055449,0.12882,0.141558,0.199044,0.125851,0.234986,0.366876,0.480406,0.39544,0.463818,0.468242,0.460833,0.25072,0.204719,0.439127,0.473798,0.035755,0.19339,0.523307,0.542486,0.242845,0.240956,0.202473,0.016618,0.151248,0.216144,0.189982,0.135652,0.015313,0.010769,0.023092,0.035242,0.07326,0.064988,0.106438,0.117587,0.089538,0.117637,0.104769,0.158604,0.084366,0.122683,0.138986,0.169292,0.188271,0.224608,0.286553,0.283192,0.326419,0.369346,0.384722,0.306331,0.36056,0.368239,0.409902,0.140458,0.116456,0.133494
fsi_6d23cb12317d,0.144764,0.024263,0.015023,0.015993,0.041326,0.18785,0.253736,0.099991,0.174193,0.14665,0.223082,0.206477,0.016054,0.029879,0.094643,0.02603,0.029707,0.042605,0.084583,0.05783,0.078032,0.169852,0.169699,0.222779,0.135821,0.264406,0.386016,0.519504,0.40351,0.473437,0.496071,0.456727,0.273364,0.237304,0.483184,0.509246,0.033966,0.207292,0.550086,0.586229,0.319579,0.288102,0.276099,0.030729,0.20913,0.273839,0.232351,0.159059,0.023591,0.016536,0.03546,0.0527,0.102822,0.088191,0.136467,0.158653,0.125306,0.157244,0.145765,0.211728,0.09959,0.144021,0.162916,0.19057,0.213708,0.246051,0.305997,0.308888,0.351913,0.398176,0.425204,0.346756,0.403683,0.400719,0.443023,0.142634,0.128042,0.150347
fsi_0cbb9ebbb904,0.308417,0.037729,0.051498,0.05304,0.07936,0.354639,0.483008,0.386424,0.513654,0.486391,0.614566,0.563604,0.07171,0.043434,0.235702,0.007356,0.007116,0.019764,0.028281,0.011237,0.026551,0.056995,0.075557,0.033424,0.082797,0.187249,0.2123,0.395652,0.515771,0.539594,0.620371,0.564329,0.509333,0.36137,0.298458,0.364982,0.0017,0.048962,0.237622,0.184732,0.15934,0.226161,0.289549,0.089217,0.152042,0.288374,0.424569,0.424256,0.071742,0.074916,0.12523,0.134792,0.180218,0.109305,0.171399,0.260807,0.245907,0.2792,0.311189,0.336801,0.123992,0.180746,0.141972,0.12924,0.167233,0.200287,0.216271,0.234341,0.286335,0.315654,0.345439,0.256994,0.306966,0.347767,0.407179,0.249861,0.190052,0.204663
fsi_30bbf9aadcba,0.164006,0.022528,0.013981,0.014821,0.036466,0.199269,0.270192,0.108853,0.192368,0.158761,0.233269,0.19807,0.01314,0.023015,0.079172,0.015887,0.016129,0.025101,0.058131,0.039551,0.05842,0.138395,0.151259,0.212575,0.122616,0.235813,0.35917,0.467939,0.401504,0.474802,0.473078,0.467696,0.238835,0.18924,0.414334,0.449538,0.034468,0.193138,0.519777,0.563235,0.256109,0.253975,0.217062,0.015752,0.140122,0.208515,0.182505,0.121082,0.015261,0.010385,0.022576,0.035042,0.070529,0.059561,0.098635,0.107512,0.082445,0.104666,0.093276,0.143086,0.072386,0.107275,0.127143,0.157268,0.175142,0.211952,0.274374,0.269014,0.312475,0.355789,0.368467,0.302635,0.356548,0.36601,0.409642,0.137123,0.11389,0.130626
fsi_1ba98ddc80f2,0.705647,0.226166,0.27077,0.263009,0.262098,0.050306,0.090981,0.117208,0.121846,0.211951,0.251353,0.235489,0.250666,0.39046,0.496807,0.134239,0.20419,0.16496,0.29144,0.322097,0.316445,0.42043,0.567543,0.385027,0.469917,0.205613,0.39864,0.504845,0.626956,0.666319,0.750074,0.671424,0.660579,0.441334,0.563468,0.615714,0.005849,0.069896,0.154527,0.201538,0.279506,0.384957,0.38967,0.488766,0.445669,0.569798,0.440023,0.808196,0.148345,0.150084,0.186041,0.033558,0.116215,0.119611,0.152807,0.235492,0.24188,0.241905,0.236216,0.2407,0.033433,0.052859,0.059276,0.019456,0.018488,0.037801,0.042158,0.055431,0.06376,0.054792,0.061287,0.06462,0.059876,0.071562,0.086094,0.110894,0.070893,0.087755
fsi_5548174188e6,0.361803,0.020472,0.024552,0.023399,0.041055,0.215956,0.326983,0.252572,0.381732,0.374439,0.50183,0.470388,0.079061,0.082175,0.425002,0.016575,0.013989,0.035378,0.044807,0.023385,0.037334,0.082653,0.133086,0.032696,0.111805,0.246302,0.269612,0.45704,0.560436,0.576381,0.673674,0.608871,0.534787,0.401796,0.32743,0.396604,0.001309,0.033299,0.186093,0.167899,0.167279,0.23495,0.307918,0.099974,0.141138,0.292009,0.451953,0.46684,0.073957,0.075396,0.128275,0.163585,0.201043,0.115012,0.179475,0.267291,0.23229,0.25328,0.279439,0.323197,0.097002,0.147452,0.139101,0.118201,0.153261,0.184106,0.202506,0.223631,0.272568,0.297137,0.343837,0.268436,0.317783,0.345855,0.404178,0.277589,0.221663,0.241276
fsi_0ce011bc880e,0.173871,0.020653,0.012438,0.013379,0.034157,0.194632,0.259801,0.107603,0.191076,0.165963,0.243421,0.202165,0.013553,0.026245,0.093326,0.017672,0.017753,0.029225,0.068154,0.046873,0.06744,0.158134,0.168853,0.236315,0.125524,0.241742,0.365313,0.475528,0.40656,0.477841,0.469613,0.463527,0.229001,0.178569,0.395902,0.430399,0.031926,0.187214,0.509518,0.568534,0.26266,0.267288,0.224108,0.016502,0.141597,0.214047,0.183194,0.120403,0.014783,0.009778,0.021774,0.035067,0.068952,0.057364,0.095323,0.101878,0.080053,0.099407,0.086808,0.134961,0.067857,0.101956,0.122664,0.154234,0.170746,0.207417,0.273299,0.268071,0.313373,0.358097,0.372881,0.311568,0.365958,0.369672,0.410829,0.144133,0.120435,0.138205
fsi_d602b9907774,0.304511,0.037962,0.050593,0.050169,0.075412,0.331701,0.453682,0.364484,0.481671,0.441985,0.567956,0.523094,0.081267,0.054336,0.281004,0.011663,0.011359,0.030813,0.040189,0.017077,0.036237,0.071396,0.097298,0.034141,0.077446,0.180175,0.197936,0.376809,0.491926,0.517084,0.600399,0.543814,0.480639,0.34287,0.290137,0.371888,0.00148,0.045573,0.233394,0.19174,0.174753,0.240973,0.309469,0.113513,0.192587,0.343665,0.482391,0.468526,0.072777,0.079064,0.134018,0.139452,0.186196,0.10857,0.1708,0.263564,0.242948,0.271855,0.303003,0.32889,0.112956,0.16589,0.129496,0.11714,0.152589,0.183519,0.195057,0.213523,0.262353,0.288118,0.319546,0.236539,0.281455,0.316338,0.373609,0.23567,0.180735,0.195578
fsi_57cdc70b0593,0.319138,0.03317,0.046733,0.050608,0.067621,0.351648,0.471243,0.355805,0.498674,0.441855,0.563609,0.493146,0.067613,0.050358,0.274035,0.006636,0.006235,0.020883,0.028153,0.01335,0.030983,0.067687,0.094118,0.047519,0.07388,0.170411,0.185406,0.33392,0.46404,0.500457,0.58138,0.538325,0.477711,0.342512,0.265042,0.310211,0.001733,0.050992,0.249341,0.203259,0.167798,0.246359,0.315956,0.094084,0.159907,0.309034,0.460611,0.436191,0.071347,0.075148,0.12973,0.135732,0.191205,0.112729,0.175947,0.261892,0.231883,0.263745,0.292119,0.313377,0.112932,0.165883,0.139003,0.134063,0.173786,0.207722,0.230165,0.244133,0.296025,0.323173,0.34736,0.264884,0.314028,0.35602,0.416658,0.272568,0.205346,0.221895
fsi_70b69f461192,0.311307,0.036399,0.052448,0.056349,0.077713,0.376154,0.502392,0.381149,0.524216,0.466117,0.589523,0.524577,0.068836,0.044723,0.244869,0.006124,0.005621,0.018173,0.025399,0.011131,0.027201,0.057732,0.080436,0.040091,0.076965,0.174366,0.197169,0.358484,0.485982,0.517716,0.596746,0.557819,0.509472,0.377051,0.292111,0.340992,0.001745,0.05231,0.244411,0.19313,0.15962,0.232039,0.296995,0.088444,0.160472,0.302718,0.450216,0.438529,0.065439,0.068847,0.119139,0.125863,0.176924,0.110013,0.172399,0.25963,0.230702,0.264962,0.294563,0.314615,0.114111,0.167058,0.133152,0.127049,0.16508,0.196527,0.215991,0.23276,0.2839,0.309899,0.333015,0.245113,0.292164,0.332302,0.391652,0.25738,0.193414,0.208761
fsi_340d94cb5c0c,0.339167,0.029406,0.039764,0.044456,0.06092,0.335739,0.450263,0.33506,0.472144,0.423948,0.544037,0.466679,0.071593,0.059205,0.316394,0.007326,0.00746,0.025834,0.034746,0.016726,0.038574,0.083207,0.116841,0.061771,0.0751,0.170346,0.180832,0.321183,0.445531,0.48769,0.567283,0.525922,0.464964,0.325831,0.251043,0.293798,0.001675,0.045575,0.24165,0.201839,0.170624,0.250461,0.318259,0.097871,0.162949,0.317243,0.473417,0.449059,0.073015,0.077005,0.135216,0.146377,0.201027,0.114519,0.178145,0.262276,0.231552,0.265876,0.293274,0.319411,0.119236,0.174113,0.148918,0.145274,0.18722,0.221162,0.249257,0.262141,0.315487,0.344272,0.370895,0.292744,0.343943,0.385482,0.446762,0.30164,0.232547,0.252379
fsi_07e09ac0e27a,0.20144,0.019968,0.018911,0.026786,0.090414,0.316466,0.469105,0.206314,0.384278,0.250537,0.399668,0.430295,0.023235,0.056998,0.205476,0.008132,0.007318,0.028879,0.078551,0.053449,0.065361,0.1101,0.129919,0.076749,0.038755,0.113158,0.165043,0.234618,0.267286,0.312508,0.360418,0.421861,0.259401,0.305135,0.181558,0.255265,0.014644,0.180168,0.270004,0.146658,0.078856,0.087989,0.11855,0.025026,0.034578,0.058381,0.153866,0.103634,0.055918,0.038888,0.06425,0.081096,0.146028,0.060662,0.093787,0.150367,0.121879,0.185555,0.182037,0.249766,0.130832,0.192869,0.213163,0.266074,0.291212,0.288402,0.338404,0.352022,0.398255,0.449459,0.466929,0.386588,0.462187,0.481438,0.514108,0.300214,0.266786,0.287981
fsi_0f2b9a8f7c4b,0.208534,0.020697,0.019706,0.028314,0.092983,0.340752,0.496555,0.201071,0.379073,0.218316,0.37154,0.404674,0.023964,0.057942,0.203339,0.00764,0.007246,0.031935,0.085873,0.055113,0.06945,0.116366,0.141544,0.089459,0.036645,0.110488,0.151848,0.219735,0.269372,0.309624,0.355555,0.415819,0.249974,0.297222,0.172261,0.241529,0.013886,0.184205,0.30107,0.155414,0.074548,0.083232,0.111849,0.023443,0.031936,0.054055,0.143336,0.091413,0.061178,0.04426,0.071885,0.085165,0.164506,0.07116,0.10865,0.172071,0.138186,0.21017,0.213283,0.285252,0.164349,0.233823,0.255283,0.317619,0.344282,0.345114,0.401623,0.405508,0.45307,0.506245,0.515036,0.42801,0.503213,0.526364,0.561715,0.331751,0.298272,0.318671
fsi_392d7b0b7e7e,0.205301,0.023073,0.022968,0.032261,0.105383,0.36127,0.518888,0.208822,0.393531,0.226736,0.385852,0.417937,0.024112,0.052461,0.176602,0.007179,0.006781,0.028778,0.079619,0.050746,0.062909,0.104283,0.123491,0.078789,0.037569,0.111068,0.160218,0.23606,0.27445,0.315823,0.364409,0.433474,0.274538,0.332097,0.195648,0.273347,0.014004,0.183938,0.289274,0.147469,0.069746,0.077102,0.100543,0.022847,0.034635,0.054133,0.147264,0.099737,0.058463,0.042785,0.068422,0.078643,0.157614,0.070306,0.107747,0.172007,0.137592,0.214888,0.218255,0.289707,0.170229,0.24008,0.253117,0.314174,0.341849,0.338253,0.39181,0.399485,0.447447,0.499134,0.508437,0.411049,0.488008,0.510241,0.54037,0.318061,0.283344,0.303133
fsi_fc59b8b8d490,0.197449,0.024628,0.023535,0.031933,0.10927,0.346803,0.499684,0.219479,0.40152,0.258168,0.417271,0.441217,0.025113,0.053048,0.166435,0.008834,0.008875,0.032124,0.086152,0.053987,0.066846,0.109257,0.12098,0.074128,0.040951,0.120089,0.176526,0.265388,0.288941,0.334647,0.384921,0.444159,0.292173,0.343603,0.219176,0.306143,0.014394,0.180494,0.274811,0.141445,0.07142,0.07482,0.099019,0.022009,0.035118,0.056435,0.150671,0.10859,0.070163,0.050252,0.077333,0.085027,0.163403,0.070869,0.108814,0.17599,0.152574,0.235909,0.243483,0.318456,0.18595,0.260305,0.271165,0.32339,0.352571,0.348946,0.396374,0.41282,0.457845,0.510555,0.525722,0.429237,0.507124,0.525459,0.551108,0.307655,0.276073,0.293882
fsi_4d786babc82a,0.201784,0.023819,0.022071,0.029564,0.101601,0.332382,0.48455,0.208201,0.374069,0.233571,0.385198,0.397108,0.030356,0.066238,0.202881,0.013262,0.013076,0.042988,0.112513,0.071133,0.087924,0.136641,0.159997,0.083996,0.041295,0.121557,0.170651,0.254332,0.268825,0.310729,0.35843,0.420871,0.273599,0.328272,0.211273,0.305599,0.013705,0.170051,0.263925,0.154615,0.084379,0.085065,0.114335,0.02907,0.047004,0.073916,0.182534,0.12459,0.070046,0.051095,0.081381,0.091827,0.165331,0.066182,0.102247,0.167052,0.141071,0.214443,0.224175,0.295376,0.160432,0.228785,0.240776,0.29233,0.32501,0.313747,0.360664,0.377895,0.418455,0.467083,0.485216,0.394302,0.46835,0.485263,0.508182,0.282128,0.253065,0.272946
fsi_559936205476,0.215915,0.018538,0.016789,0.024803,0.085188,0.332358,0.484535,0.193124,0.366732,0.216432,0.363094,0.399022,0.025255,0.0676,0.240319,0.008209,0.008189,0.037229,0.097463,0.064408,0.080198,0.132825,0.167862,0.11043,0.036579,0.109618,0.147787,0.21244,0.258116,0.297489,0.341698,0.406708,0.24103,0.279719,0.165005,0.228758,0.013306,0.177556,0.297962,0.152864,0.076457,0.086871,0.115156,0.024557,0.03196,0.054685,0.14341,0.090115,0.05986,0.0428,0.071496,0.088053,0.164707,0.070484,0.107647,0.170228,0.140271,0.212056,0.210274,0.283136,0.164124,0.234456,0.258536,0.323245,0.348868,0.3478,0.409519,0.412675,0.459909,0.513881,0.52595,0.444898,0.520922,0.544365,0.583267,0.361066,0.329537,0.35177
fsi_48cecf0e2916,0.242299,0.01374,0.0118,0.015234,0.058955,0.23501,0.371822,0.147079,0.287262,0.203898,0.333654,0.360014,0.03288,0.092689,0.335039,0.021087,0.016802,0.050168,0.126893,0.089957,0.109153,0.171972,0.233004,0.105663,0.060054,0.164255,0.22582,0.306399,0.318109,0.373123,0.413859,0.473318,0.320878,0.396503,0.252243,0.349275,0.011376,0.128771,0.200954,0.147614,0.096011,0.095211,0.134188,0.029443,0.036074,0.063884,0.170541,0.120907,0.065497,0.043746,0.072969,0.106209,0.15847,0.064217,0.09911,0.155995,0.11752,0.172948,0.179721,0.24023,0.102127,0.157011,0.185211,0.226611,0.250649,0.244019,0.294078,0.317128,0.357492,0.402881,0.441663,0.376003,0.453569,0.473957,0.507768,0.325938,0.289185,0.314946
fsi_da7dfa2af96f,0.053701,0.034941,0.057283,0.091981,0.074749,0.074408,0.057505,0.042915,0.044606,0.071797,0.108262,0.043879,0.046795,0.444496,0.690077,0.71414,0.776255,0.276822,0.295675,0.381149,0.454926,0.492273,0.361171,0.324763,0.460597,0.701789,0.673918,0.774749,0.631568,0.652938,0.653804,0.566704,0.35608,0.357647,0.486115,0.418357,0.098464,0.213178,0.311869,0.435445,0.533806,0.545715,0.289005,0.45467,0.345259,0.363436,0.038809,0.049544,0.688885,0.633807,0.808744,0.877218,0.976184,0.860054,0.882904,0.892085,0.911527,0.785353,0.837259,0.853892,0.697265,0.636972,0.543668,0.599436,0.646162,0.689991,0.717802,0.777131,0.803088,0.80583,0.811235,0.736706,0.795505,0.872197,0.885456,0.891776,0.894822,0.814901
fsi_ad176e16db7d,0.303289,0.009506,0.023044,0.02448,0.024996,0.071249,0.125853,0.134916,0.215217,0.308204,0.363525,0.173907,0.403231,0.247097,0.390072,0.115865,0.197446,0.182656,0.234666,0.065724,0.114049,0.24528,0.226882,0.066051,0.552819,0.565865,0.749781,0.900665,0.938552,0.834411,0.872185,0.759546,0.525112,0.300974,0.41906,0.319444,0.066283,0.380202,0.555616,0.262828,0.310251,0.404702,0.496558,0.340028,0.481198,0.547526,0.656302,0.561873,0.061066,0.022479,0.033539,0.016017,0.051961,0.065945,0.097794,0.146447,0.112145,0.146884,0.198318,0.17053,0.012928,0.020747,0.006677,0.009899,0.005906,0.011082,0.014271,0.01779,0.022462,0.014601,0.018877,0.013361,0.018969,0.019621,0.026141,0.037027,0.03885,0.042908
fsi_b9394046f2cb,0.18899,0.023774,0.017595,0.01602,0.053901,0.207811,0.272005,0.088782,0.164057,0.148835,0.224112,0.186661,0.024409,0.041019,0.107774,0.039364,0.054756,0.076979,0.14269,0.102371,0.141178,0.261465,0.251586,0.309462,0.141288,0.301096,0.45716,0.620969,0.467505,0.548733,0.573109,0.530864,0.317945,0.28525,0.53713,0.570247,0.043983,0.228462,0.593928,0.610998,0.380668,0.28601,0.253166,0.035165,0.233358,0.302913,0.283008,0.197763,0.086853,0.06203,0.113257,0.13714,0.280233,0.305302,0.361248,0.423951,0.318391,0.407213,0.424355,0.522278,0.347796,0.400784,0.40007,0.417366,0.397117,0.423402,0.484101,0.51392,0.546974,0.593026,0.642312,0.480738,0.535646,0.509641,0.561735,0.298882,0.272675,0.316003
fsi_e8cb5ccf3ad0,0.316017,0.007913,0.019349,0.020936,0.022133,0.068042,0.12071,0.127112,0.21192,0.304126,0.362061,0.181423,0.399415,0.244413,0.389611,0.107709,0.181529,0.171706,0.210074,0.059995,0.11091,0.23587,0.218405,0.059846,0.532519,0.559882,0.748497,0.901107,0.941422,0.842927,0.875874,0.776622,0.551849,0.304773,0.415303,0.308722,0.066951,0.391561,0.570227,0.280879,0.320299,0.41707,0.508643,0.338012,0.493567,0.565972,0.675298,0.567236,0.060667,0.021179,0.031715,0.013596,0.045464,0.058223,0.086188,0.130115,0.094248,0.124399,0.170433,0.146626,0.010782,0.017336,0.005516,0.008135,0.00488,0.009059,0.011656,0.014286,0.018576,0.011912,0.015386,0.010679,0.015475,0.016032,0.021546,0.03075,0.031967,0.036148
fsi_997f36dd5344,0.069682,0.059708,0.090044,0.128639,0.024266,0.024753,0.037332,0.024916,0.048147,0.029859,0.053327,0.013803,0.725415,0.604179,0.31755,0.250393,0.351842,0.088903,0.099509,0.141132,0.062223,0.051022,0.083976,0.055507,0.366221,0.533196,0.68658,0.810557,0.873529,0.893722,0.62931,0.479807,0.320632,0.191522,0.220607,0.106203,0.363859,0.575477,0.705928,0.572023,0.167885,0.113925,0.063647,0.096854,0.134249,0.157389,0.113001,0.063985,0.062063,0.06915,0.121242,0.109363,0.138225,0.212898,0.292179,0.283805,0.217836,0.187085,0.252464,0.242608,0.167917,0.227881,0.289493,0.328785,0.375406,0.366867,0.39862,0.437366,0.405308,0.434623,0.385846,0.41641,0.533081,0.574739,0.651274,0.599819,0.675015,0.521276
fsi_0c1439f85be1,0.15467,0.014825,0.018398,0.020317,0.030011,0.103114,0.137371,0.109194,0.157561,0.230655,0.319556,0.156538,0.109078,0.214636,0.632286,0.348323,0.485313,0.440554,0.548213,0.399028,0.317775,0.469484,0.507496,0.605184,0.640051,0.71964,0.859498,0.891883,0.873254,0.788549,0.602433,0.64565,0.189762,0.140303,0.30232,0.323369,0.147669,0.24236,0.546145,0.413126,0.294198,0.234227,0.229167,0.090039,0.294266,0.344123,0.371543,0.446621,0.027015,0.013801,0.019329,0.023967,0.059769,0.096574,0.1663,0.230891,0.170451,0.242177,0.235659,0.156144,0.06973,0.101833,0.075878,0.089534,0.10859,0.115965,0.14153,0.167738,0.191471,0.176709,0.203718,0.155174,0.180839,0.143719,0.175825,0.164013,0.168432,0.149884
fsi_744971b07954,0.084557,0.059907,0.087076,0.125199,0.030069,0.028182,0.041508,0.030833,0.058435,0.038127,0.063265,0.01531,0.790718,0.552763,0.315447,0.247697,0.348889,0.088746,0.106378,0.149796,0.064982,0.056436,0.090384,0.057141,0.355014,0.520033,0.682608,0.803245,0.855953,0.885399,0.618165,0.472488,0.325552,0.178626,0.205103,0.094522,0.352978,0.565957,0.687005,0.571042,0.15897,0.120468,0.075066,0.114122,0.162737,0.184106,0.131529,0.081309,0.072436,0.080556,0.138412,0.136835,0.161318,0.244268,0.33237,0.332842,0.235131,0.207905,0.27656,0.262101,0.187409,0.252025,0.317031,0.365534,0.412697,0.409174,0.441934,0.481393,0.435351,0.464202,0.400394,0.434256,0.550102,0.588847,0.667067,0.618263,0.688907,0.546737
fsi_fe8b52625c09,0.325853,0.007223,0.017729,0.018452,0.019423,0.062808,0.112381,0.121079,0.202688,0.292461,0.34679,0.174262,0.392141,0.251065,0.391418,0.103599,0.174402,0.170998,0.210224,0.061742,0.115146,0.245328,0.220921,0.055997,0.535717,0.564098,0.750823,0.902302,0.946466,0.855753,0.883919,0.787276,0.554865,0.300219,0.411617,0.305366,0.065964,0.392715,0.574056,0.28907,0.32676,0.429816,0.522109,0.337705,0.499044,0.572432,0.680271,0.568033,0.063629,0.021838,0.032813,0.014422,0.047982,0.058949,0.08864,0.132564,0.09658,0.127197,0.17383,0.150869,0.010837,0.017518,0.005546,0.008165,0.004964,0.00923,0.011906,0.01456,0.018903,0.012141,0.015724,0.011016,0.01592,0.016839,0.022612,0.031854,0.033142,0.037646
