fsi_id,gc_fsi_epu_lag1,gc_fsi_epu_lag2,gc_fsi_epu_lag3,gc_fsi_epu_lag4,gc_fsi_epu_lag5,gc_fsi_epu_lag6,gc_fsi_epu_lag7,gc_fsi_epu_lag8,gc_fsi_epu_lag9,gc_fsi_epu_lag10,gc_fsi_epu_lag11,gc_fsi_epu_lag12,gc_epu_fsi_lag1,gc_epu_fsi_lag2,gc_epu_fsi_lag3,gc_epu_fsi_lag4,gc_epu_fsi_lag5,gc_epu_fsi_lag6,gc_epu_fsi_lag7,gc_epu_fsi_lag8,gc_epu_fsi_lag9,gc_epu_fsi_lag10,gc_epu_fsi_lag11,gc_epu_fsi_lag12,gc_fsi_cfsi_lag1,gc_fsi_cfsi_lag2,gc_fsi_cfsi_lag3,gc_fsi_cfsi_lag4,gc_fsi_cfsi_lag5,gc_fsi_cfsi_lag6,gc_fsi_cfsi_lag7,gc_fsi_cfsi_lag8,gc_fsi_cfsi_lag9,gc_fsi_cfsi_lag10,gc_fsi_cfsi_lag11,gc_fsi_cfsi_lag12,gc_cfsi_fsi_lag1,gc_cfsi_fsi_lag2,gc_cfsi_fsi_lag3,gc_cfsi_fsi_lag4,gc_cfsi_fsi_lag5,gc_cfsi_fsi_lag6,gc_cfsi_fsi_lag7,gc_cfsi_fsi_lag8,gc_cfsi_fsi_lag9,gc_cfsi_fsi_lag10,gc_cfsi_fsi_lag11,gc_cfsi_fsi_lag12,gc_fsi_vixc_lag1,gc_fsi_vixc_lag2,gc_fsi_vixc_lag3,gc_fsi_vixc_lag4,gc_fsi_vixc_lag5,gc_fsi_vixc_lag6,gc_fsi_vixc_lag7,gc_fsi_vixc_lag8,gc_fsi_vixc_lag9,gc_fsi_vixc_lag10,gc_fsi_vixc_lag11,gc_fsi_vixc_lag12,gc_fsi_vixc_lag13,gc_fsi_vixc_lag14,gc_fsi_vixc_lag15,gc_fsi_vixc_lag16,gc_fsi_vixc_lag17,gc_fsi_vixc_lag18,gc_fsi_vixc_lag19,gc_fsi_vixc_lag20,gc_fsi_vixc_lag21,gc_fsi_vixc_lag22,gc_fsi_vixc_lag23,gc_fsi_vixc_lag24,gc_fsi_vixc_lag25,gc_fsi_vixc_lag26,gc_fsi_vixc_lag27,gc_fsi_vixc_lag28,gc_fsi_vixc_lag29,gc_fsi_vixc_lag30
fsi_4cae350b56ad,0.19901,0.334832,0.529411,0.62353,0.392405,0.571211,0.273665,0.21673,0.368171,0.481182,0.659917,0.678189,0.48095,0.790042,0.669983,0.790151,0.784959,0.789828,0.871562,0.677477,0.684119,0.768295,0.660356,0.520873,0.466893,0.01256,0.02795,0.030208,0.045794,0.058112,0.060275,0.132899,0.100642,0.009172,0.01385,0.022961,0.360501,0.679982,0.259145,0.30507,0.316796,0.41175,0.32981,0.365923,0.314088,0.228587,0.263954,0.347536,0.044603,0.021205,0.043243,0.027303,0.087028,0.125294,0.136179,0.165938,0.200712,0.252842,0.32056,0.318206,0.452481,0.559902,0.560294,0.409379,0.479084,0.40268,0.443902,0.50182,0.118042,0.10157,0.113551,0.114557,0.117785,0.063955,0.09247,0.109774,0.125797,0.146493
fsi_6226e77bec61,0.402612,0.055305,0.126514,0.211006,0.163678,0.44246,0.561883,0.642615,0.490021,0.541985,0.614284,0.523179,0.848891,0.756743,0.591575,0.640361,0.285105,0.244323,0.01823,0.031713,0.058323,0.076182,0.054584,0.004813,0.075564,0.204941,0.091673,0.089465,0.16218,0.155642,0.090962,0.186436,0.085672,0.073349,0.090389,0.047194,0.035949,0.119051,0.460502,0.701928,0.503744,0.727191,0.774339,0.614536,0.708329,0.697884,0.179742,0.13086,0.002374,0.001648,0.004454,0.004364,0.004869,0.006233,0.010404,0.021001,0.039133,0.051073,0.058251,0.076916,0.052693,0.078759,0.089624,0.127747,0.167059,0.212525,0.249003,0.15484,0.172848,0.212707,0.233318,0.221926,0.26688,0.286251,0.328655,0.358588,0.357212,0.407906
fsi_b9731d37eabe,0.159144,0.178051,0.306198,0.286228,0.227927,0.526966,0.629245,0.511213,0.68347,0.437959,0.549085,0.296776,0.672989,0.994052,0.472866,0.341389,0.410907,0.369237,0.38376,0.328674,0.208018,0.13236,0.115215,0.108395,0.604095,0.165146,0.319597,0.231696,0.340948,0.431944,0.483502,0.642875,0.741154,0.034521,0.036479,0.063836,0.193933,0.482018,0.388759,0.423965,0.314238,0.226412,0.358119,0.472114,0.321915,0.648215,0.743218,0.763157,0.084915,0.090503,0.107298,0.032974,0.10814,0.158924,0.196522,0.184773,0.235743,0.282029,0.36362,0.462393,0.423058,0.497931,0.57916,0.623588,0.678193,0.743237,0.739099,0.783597,0.794252,0.5027,0.376628,0.438729,0.463493,0.490407,0.56022,0.524374,0.531069,0.552854
fsi_d9388a0dbae8,0.400925,0.018098,0.049204,0.119744,0.044019,0.117817,0.165185,0.135531,0.138686,0.207547,0.128692,0.095197,0.86542,0.660411,0.081006,0.134899,0.204829,0.061056,0.082065,0.164224,0.263879,0.479918,0.228786,0.219724,0.811624,0.633038,0.611721,0.586942,0.61516,0.729569,0.399358,0.354692,0.251767,0.160258,0.16663,0.172741,0.236367,0.647139,0.61573,0.198745,0.220896,0.145344,0.033578,0.061122,0.053809,0.036118,0.037916,0.053826,0.985308,0.363011,0.251103,0.231482,0.525167,0.640694,0.754503,0.817263,0.474024,0.557088,0.651231,0.754413,0.711209,0.73055,0.727857,0.771926,0.798985,0.865497,0.877846,0.807138,0.845658,0.562611,0.585072,0.601908,0.66736,0.69899,0.732005,0.763958,0.813601,0.605552
fsi_c96017b68e97,0.907923,0.48442,0.425333,0.580674,0.112423,0.133942,0.032364,0.047851,0.084467,0.144007,0.070108,0.069999,0.052881,0.138133,0.271052,0.146473,0.277297,0.283874,0.338162,0.248249,0.334081,0.373285,0.464338,0.497019,0.667588,0.257624,0.478769,0.558911,0.614742,0.547338,0.608668,0.474083,0.408795,0.204886,0.20581,0.34427,0.098449,0.295761,0.365507,0.597129,0.330413,0.394135,0.230713,0.322489,0.448853,0.495546,0.571473,0.760111,0.2524,0.194855,0.242245,0.083841,0.14861,0.201469,0.18316,0.267654,0.275027,0.335249,0.30148,0.376313,0.219604,0.241186,0.304815,0.152591,0.149295,0.206286,0.169204,0.118869,0.114761,0.119598,0.132567,0.16266,0.19921,0.238995,0.284887,0.324284,0.310421,0.304569
fsi_12a21d770b84,0.740029,0.487278,0.670023,0.774145,0.783599,0.762366,0.844672,0.81906,0.864697,0.829054,0.871494,0.851458,0.899581,0.621448,0.826475,0.156489,0.197259,0.175346,0.174995,0.22122,0.193906,0.201071,0.245802,0.066503,0.111642,0.229509,0.321378,0.211879,0.285056,0.218112,0.312943,0.20673,0.218012,0.158063,0.115365,0.223795,0.001042,0.015464,0.114965,0.189821,0.133517,0.192505,0.161127,0.122628,0.096885,0.112538,0.132312,0.294771,0.363811,0.425966,0.485261,0.022478,0.061497,0.030021,0.045327,0.045861,0.055828,0.067094,0.044686,0.062739,0.030404,0.045256,0.05725,0.011814,0.012556,0.023376,0.030539,0.040118,0.043201,0.046189,0.044551,0.03804,0.059808,0.074169,0.08953,0.095546,0.108894,0.114254
fsi_aee034746d80,0.469654,0.338902,0.563516,0.690062,0.645786,0.664306,0.690374,0.712542,0.741472,0.765629,0.718221,0.332874,0.177125,0.658899,0.784292,0.737098,0.810279,0.050661,0.035361,0.096826,0.116252,0.123354,0.090649,0.061928,0.392007,0.829166,0.337444,0.458001,0.613671,0.634645,0.626124,0.454751,0.483007,0.410298,0.338026,0.514605,0.599167,0.945729,0.929431,0.840349,0.549982,0.491638,0.256287,0.501414,0.554656,0.62251,0.636962,0.45614,0.093724,0.125422,0.068119,0.120213,0.222387,0.313986,0.394631,0.455411,0.422672,0.319704,0.348993,0.438726,0.50199,0.57077,0.587537,0.634624,0.650756,0.674215,0.709538,0.787787,0.759777,0.780112,0.818241,0.814872,0.847375,0.850042,0.871842,0.876798,0.826194,0.380689
fsi_ce2dd6edee89,0.45479,0.225719,0.171714,0.084278,0.104417,0.155123,0.236207,0.198982,0.170074,0.219051,0.296077,0.197612,0.460844,0.68935,0.811602,0.91786,0.689375,0.735151,0.193568,0.271879,0.318949,0.403687,0.230125,0.055158,0.08807,0.163741,0.121192,0.082472,0.134919,0.119452,0.161606,0.276203,0.126319,0.061534,0.071982,0.053916,0.0432,0.110034,0.278756,0.460164,0.317321,0.5295,0.615035,0.36165,0.40038,0.456152,0.082247,0.098899,0.011802,0.008889,0.024615,0.022239,0.026516,0.036206,0.059258,0.097445,0.155286,0.155126,0.150972,0.174459,0.102537,0.150042,0.186577,0.264602,0.330701,0.359795,0.395644,0.293301,0.331049,0.392381,0.414269,0.410064,0.46048,0.485714,0.511957,0.523524,0.48452,0.537355
fsi_d78af8897abe,0.524864,0.494788,0.562479,0.250627,0.055692,0.059646,0.060742,0.061479,0.080942,0.159194,0.198617,0.010657,0.054322,0.175862,0.351982,0.482979,0.727964,0.954538,0.811668,0.147463,0.21397,0.555139,0.501827,0.297594,0.588589,0.575146,0.533714,0.304362,0.058993,0.049567,0.070271,0.038754,0.025776,0.017809,0.027481,0.013071,0.373102,0.242594,0.304787,0.233999,0.052402,0.018279,0.014693,0.027749,0.043259,0.042295,0.067663,0.075937,0.411923,0.108583,0.039156,0.049696,0.064103,0.090741,0.139293,0.206581,0.240853,0.18978,0.244305,0.291832,0.398049,0.45995,0.3743,0.451506,0.551747,0.59112,0.637882,0.700532,0.757661,0.694957,0.734581,0.675889,0.731997,0.675576,0.509008,0.538451,0.592194,0.551625
fsi_7babb024ee48,0.153843,0.237768,0.204115,0.339075,0.364307,0.526117,0.543069,0.608766,0.790023,0.85539,0.836911,0.784045,0.135213,0.286202,0.37367,0.50031,0.656068,0.54045,0.50069,0.119203,0.302377,0.267885,0.182271,0.247028,0.32073,0.485749,0.431159,0.634744,0.728465,0.801633,0.263657,0.30667,0.334884,0.316804,0.332038,0.377516,0.694404,0.545308,0.433115,0.420007,0.420589,0.586769,0.271072,0.119216,0.236959,0.311652,0.325024,0.197071,0.279033,0.361835,0.395617,0.535318,0.265763,0.3733,0.407476,0.501502,0.506381,0.412036,0.416068,0.465589,0.465245,0.43076,0.387561,0.434638,0.482719,0.541072,0.584274,0.63493,0.624496,0.697328,0.72325,0.744963,0.724716,0.698035,0.73942,0.74196,0.648345,0.272714
fsi_f9bf2d181359,0.567049,0.792145,0.86,0.821206,0.6092,0.021375,0.017885,0.00349,0.004505,0.005044,0.002508,9.9e-05,0.139918,0.278843,0.205022,0.283728,0.457083,0.400423,0.496389,0.457127,0.507985,0.487547,0.138808,0.149052,0.279529,0.338227,0.358535,0.349497,0.39587,0.375809,0.184254,0.209299,0.279642,0.38572,0.298311,0.283897,0.540274,0.706032,0.646377,0.667922,0.332305,0.386497,0.054439,0.072273,0.052465,0.074994,0.066277,0.071265,0.24231,0.358204,0.461738,0.230366,0.417036,0.497263,0.542669,0.624763,0.616096,0.520949,0.603163,0.689572,0.772571,0.740532,0.7652,0.82156,0.811416,0.851647,0.883841,0.902924,0.804964,0.75734,0.770695,0.810635,0.785145,0.78814,0.820614,0.839359,0.768895,0.761866
fsi_61fa981e5f20,0.660323,0.908013,0.939034,0.819706,0.562164,0.023217,0.021507,0.006688,0.008334,0.009919,0.00571,0.000244,0.145063,0.40365,0.283583,0.379329,0.547602,0.437528,0.518361,0.450192,0.503072,0.449478,0.168758,0.130154,0.204935,0.3099,0.354848,0.335174,0.329608,0.291528,0.120022,0.125659,0.167769,0.259547,0.21796,0.23635,0.508075,0.628594,0.582493,0.567517,0.231244,0.299181,0.019708,0.024409,0.018529,0.025911,0.021149,0.024568,0.266809,0.372914,0.471202,0.307278,0.545997,0.600468,0.671718,0.712925,0.692143,0.52004,0.603453,0.677844,0.755829,0.714877,0.753204,0.809539,0.821014,0.869463,0.894169,0.908488,0.815331,0.791054,0.807205,0.84333,0.840744,0.831362,0.862328,0.875393,0.80997,0.816488
fsi_8d50244aaf43,0.886377,0.49694,0.430357,0.585272,0.128191,0.149587,0.03739,0.052548,0.094579,0.155763,0.075049,0.07635,0.046844,0.122805,0.236364,0.143361,0.262621,0.264308,0.324742,0.240738,0.326968,0.356049,0.447098,0.465882,0.663198,0.247331,0.465546,0.552156,0.607523,0.538314,0.597595,0.456914,0.401279,0.214295,0.209239,0.361849,0.092069,0.284332,0.352943,0.588436,0.326616,0.376926,0.216132,0.305304,0.434228,0.46476,0.53876,0.728008,0.25176,0.193395,0.243207,0.067536,0.129609,0.177319,0.154653,0.230512,0.244803,0.299684,0.272632,0.343761,0.195734,0.219112,0.278592,0.132838,0.131716,0.184465,0.152733,0.106402,0.101382,0.104462,0.116123,0.142936,0.176629,0.215178,0.258271,0.296494,0.282292,0.277691
fsi_757e55d57bbe,0.621768,0.186292,0.151737,0.105474,0.043769,0.086595,0.118512,0.031425,0.040811,0.070888,0.089907,0.002182,0.011613,0.030041,0.087801,0.038999,0.106635,0.416662,0.480094,0.087508,0.092153,0.022864,0.020511,0.02834,0.484699,0.470208,0.53612,0.397838,0.058843,0.082696,0.123828,0.046826,0.028996,0.021187,0.032356,0.016459,0.853075,0.384118,0.464512,0.383041,0.072468,0.043039,0.029576,0.039969,0.076106,0.059202,0.100774,0.131795,0.689827,0.115723,0.070462,0.057771,0.10974,0.176599,0.25109,0.34537,0.436946,0.459119,0.548203,0.650072,0.637576,0.674674,0.406299,0.49116,0.510508,0.551151,0.532274,0.583637,0.622651,0.575578,0.60473,0.322275,0.316467,0.31207,0.193964,0.208479,0.252849,0.241126
fsi_e501b14e8dc7,0.547887,0.793648,0.837459,0.354664,0.440094,0.289797,0.006906,0.008555,0.06596,0.090743,0.159871,8.8e-05,0.028421,0.093748,0.177509,0.285441,0.378341,0.572241,0.788728,0.189793,0.149209,0.275047,0.201766,0.25669,0.284021,0.535081,0.740671,0.838913,0.880657,0.915298,0.865934,0.794591,0.345828,0.484506,0.512037,0.092731,0.415346,0.581624,0.774096,0.33116,0.265183,0.152893,0.135271,0.156126,0.133466,0.141564,0.134686,0.27588,0.821725,0.776667,0.555897,0.271617,0.151132,0.222695,0.276784,0.347184,0.439169,0.496892,0.562893,0.669971,0.527256,0.606598,0.681293,0.717175,0.776405,0.7302,0.767699,0.773528,0.784372,0.477506,0.419205,0.480867,0.442484,0.500343,0.492298,0.558098,0.433837,0.348914
fsi_36d56cfe5dde,0.214845,0.357193,0.577588,0.669157,0.474875,0.616061,0.323159,0.233339,0.402126,0.490636,0.678278,0.691242,0.604951,0.891903,0.703716,0.732845,0.804264,0.817503,0.887291,0.671214,0.665816,0.739052,0.616793,0.5141,0.479812,0.008351,0.019774,0.02307,0.032857,0.043014,0.040796,0.103523,0.075026,0.008165,0.012822,0.02154,0.295816,0.629824,0.244522,0.277869,0.283509,0.374733,0.307837,0.341378,0.297347,0.206444,0.247802,0.327165,0.048347,0.023796,0.048654,0.040628,0.118394,0.155018,0.170597,0.202675,0.244414,0.300445,0.376989,0.357086,0.510292,0.615938,0.609824,0.474752,0.553835,0.487079,0.525474,0.591645,0.184338,0.160421,0.18026,0.176531,0.174384,0.101021,0.137574,0.159828,0.179509,0.209593
fsi_df83bd6b6273,0.261173,0.509552,0.742079,0.879009,0.638369,0.702024,0.396941,0.219616,0.354276,0.418067,0.573555,0.499803,0.508636,0.782883,0.800816,0.739542,0.792142,0.844701,0.903975,0.698792,0.684069,0.695242,0.603822,0.491743,0.527988,0.010095,0.021911,0.02214,0.034045,0.041711,0.041064,0.107046,0.076504,0.010004,0.015653,0.026199,0.309427,0.69371,0.281274,0.328408,0.316798,0.37302,0.313054,0.335006,0.304334,0.223376,0.24237,0.317187,0.062742,0.033393,0.063954,0.047216,0.133267,0.170217,0.187133,0.230073,0.26983,0.334659,0.417024,0.392282,0.559038,0.665493,0.647709,0.480349,0.558485,0.471256,0.511934,0.575781,0.190185,0.158542,0.170543,0.170041,0.164308,0.102193,0.138522,0.160621,0.177929,0.202668
fsi_ffce89d2fc2e,0.413783,0.562423,0.372201,0.568026,0.230826,0.147155,0.042721,0.066107,0.129061,0.152368,0.19291,0.286301,0.107654,0.278369,0.472061,0.218477,0.319848,0.355748,0.44508,0.318593,0.413202,0.56023,0.683,0.383781,0.695855,0.232804,0.464936,0.55934,0.687932,0.711107,0.763455,0.616421,0.454376,0.376643,0.501892,0.535303,0.064933,0.213182,0.208153,0.223184,0.315547,0.428993,0.415705,0.492514,0.397708,0.552652,0.496641,0.778397,0.236548,0.252532,0.352096,0.029252,0.124797,0.171325,0.196026,0.26479,0.335345,0.350688,0.412139,0.465039,0.063363,0.078893,0.106848,0.018403,0.01913,0.024758,0.027194,0.036109,0.042521,0.02913,0.033345,0.035906,0.04259,0.061091,0.067483,0.082713,0.082187,0.075533
fsi_a82244d99a50,0.908892,0.65476,0.558241,0.715286,0.162767,0.168399,0.041185,0.054408,0.103393,0.160214,0.079455,0.087002,0.047764,0.125516,0.249527,0.173098,0.259225,0.249614,0.318119,0.248484,0.340807,0.374168,0.465409,0.476177,0.683726,0.206934,0.398768,0.501556,0.56718,0.501828,0.550565,0.373485,0.362478,0.2166,0.21933,0.384377,0.080737,0.263921,0.365378,0.60239,0.3781,0.415728,0.235514,0.325418,0.464578,0.495597,0.547539,0.711439,0.28989,0.239769,0.305487,0.08085,0.156453,0.199673,0.186934,0.270275,0.286388,0.33475,0.307318,0.374454,0.194996,0.228009,0.286799,0.119957,0.117311,0.164687,0.140489,0.118654,0.118976,0.124275,0.138921,0.169791,0.209082,0.254732,0.301739,0.345526,0.302798,0.292563
fsi_d0a012fd4404,0.354276,0.667569,0.786339,0.636643,0.047336,0.073898,0.00854,0.012683,0.028786,0.051799,0.081118,0.001287,0.001474,0.037869,0.0899,0.224141,0.311142,0.208686,0.080366,0.020238,0.031522,0.041376,0.063817,0.085493,0.677561,0.605819,0.614241,0.761997,0.757753,0.868688,0.918398,0.846527,0.568472,0.706817,0.673599,0.601063,0.500094,0.246041,0.320694,0.328965,0.341119,0.375563,0.264711,0.367961,0.37251,0.398215,0.303017,0.342942,0.620193,0.355632,0.218666,0.363601,0.546377,0.649767,0.754372,0.689998,0.703805,0.372168,0.457266,0.501822,0.628776,0.693409,0.655868,0.696969,0.708965,0.710511,0.721493,0.729262,0.714372,0.729119,0.771679,0.809059,0.840411,0.851767,0.79756,0.791825,0.795322,0.696429
fsi_7d2bae141941,0.348236,0.023716,0.062124,0.144645,0.062839,0.163667,0.208,0.173444,0.166401,0.175212,0.101417,0.065298,0.882566,0.622309,0.069026,0.102486,0.1723,0.050669,0.075773,0.141813,0.231649,0.393339,0.143049,0.142868,0.827521,0.558972,0.53846,0.529765,0.602857,0.725584,0.397544,0.395156,0.226814,0.168835,0.165022,0.167126,0.254955,0.620702,0.565006,0.147079,0.190238,0.13349,0.0396,0.077053,0.05444,0.03898,0.043433,0.058146,0.921211,0.397609,0.278062,0.263471,0.567386,0.681329,0.788878,0.849113,0.533782,0.617383,0.705247,0.797982,0.762887,0.785768,0.786647,0.827734,0.84372,0.893569,0.900772,0.82298,0.859723,0.564042,0.590155,0.587185,0.65401,0.681067,0.717426,0.746542,0.798683,0.573088
fsi_8c7d3a44f057,0.702922,0.130013,0.104461,0.087862,0.135346,0.28981,0.371944,0.338151,0.185567,0.210209,0.276423,0.198092,0.413067,0.607824,0.869181,0.903212,0.661885,0.626397,0.11052,0.166196,0.201329,0.25296,0.160177,0.039826,0.063991,0.128765,0.07852,0.060085,0.098784,0.093037,0.111378,0.209105,0.093057,0.056919,0.065133,0.05611,0.052484,0.149957,0.351272,0.508133,0.322805,0.536159,0.624411,0.393908,0.443148,0.48018,0.081834,0.086743,0.010214,0.008471,0.023736,0.014555,0.019961,0.029922,0.048938,0.080056,0.127897,0.132095,0.128991,0.150456,0.103156,0.14897,0.168275,0.234519,0.29118,0.299827,0.333108,0.204539,0.237863,0.289837,0.306474,0.304879,0.352308,0.386477,0.415071,0.409886,0.39803,0.453049
fsi_8fea062305bd,0.837751,0.943416,0.97963,0.870689,0.112272,0.166904,0.059858,0.08658,0.10686,0.14206,0.228565,0.014525,0.064828,0.290106,0.48386,0.626038,0.751878,0.487051,0.122898,0.07334,0.077167,0.121521,0.142872,0.202218,0.574195,0.727348,0.812446,0.897565,0.892642,0.954643,0.981094,0.93816,0.723692,0.840049,0.759165,0.728375,0.133474,0.157558,0.257514,0.332134,0.342415,0.387174,0.288563,0.403465,0.402828,0.530571,0.473212,0.494619,0.707684,0.51502,0.289381,0.456838,0.651213,0.716577,0.798281,0.690797,0.694917,0.329615,0.390097,0.425862,0.566864,0.632679,0.59406,0.65538,0.668745,0.639233,0.645089,0.634044,0.64428,0.679669,0.720992,0.764713,0.806688,0.82052,0.75757,0.752253,0.758123,0.649425
fsi_dbbbc12014cc,0.905954,0.981125,0.939843,0.207223,0.181143,0.053833,0.018445,0.025795,0.069362,0.09208,0.107084,1.7e-05,0.098655,0.271472,0.279637,0.173688,0.262473,0.296257,0.382776,0.126129,0.074531,0.256414,0.229169,0.254026,0.239314,0.427165,0.681909,0.799596,0.807516,0.693952,0.492657,0.536604,0.1812,0.266322,0.309916,0.107108,0.178467,0.399966,0.595481,0.405212,0.310824,0.212323,0.147291,0.19268,0.168115,0.344834,0.315504,0.503343,0.992108,0.996634,0.472878,0.242154,0.298587,0.344031,0.451711,0.552534,0.642812,0.672603,0.746071,0.814561,0.831951,0.874611,0.897691,0.932513,0.952847,0.814905,0.853856,0.886075,0.908317,0.744525,0.777503,0.813977,0.816444,0.861165,0.889672,0.908431,0.854843,0.688695
fsi_6830f59c8bb6,0.639287,0.729607,0.318499,0.501006,0.658145,0.786047,0.568685,0.44617,0.491855,0.556177,0.610593,0.666028,0.08664,0.091444,0.028463,2e-05,6e-05,9.2e-05,0.000342,0.000973,0.001061,0.000701,0.00134,0.001268,0.177241,0.242877,0.415319,0.203527,0.301031,0.412499,0.598637,0.729402,0.784555,0.581882,0.610716,0.743168,0.002717,0.028458,0.078609,0.117402,0.092529,0.130461,0.141955,0.126559,0.10935,0.106211,0.095641,0.26707,0.411248,0.491657,0.646463,0.074137,0.177025,0.108689,0.111093,0.153064,0.186366,0.222237,0.152606,0.17738,0.10939,0.146144,0.171968,0.055723,0.048298,0.064731,0.074255,0.077786,0.089882,0.097533,0.101857,0.107638,0.122109,0.141481,0.177761,0.197596,0.203727,0.229049
fsi_ab3f918d3d1c,0.278523,0.500072,0.650826,0.49588,0.060804,0.117791,0.007523,0.010779,0.030581,0.051914,0.09415,0.000911,0.001399,0.029459,0.071096,0.173361,0.218394,0.175461,0.106963,0.038226,0.055428,0.05579,0.078277,0.103588,0.688885,0.434465,0.378562,0.595409,0.604467,0.722877,0.769937,0.661359,0.397048,0.522227,0.435759,0.310219,0.475233,0.295352,0.37031,0.353086,0.344478,0.341929,0.212205,0.293052,0.286106,0.276789,0.236555,0.278855,0.613334,0.218306,0.221756,0.363676,0.543615,0.656207,0.762991,0.695942,0.728515,0.45645,0.540144,0.591146,0.693709,0.762523,0.727847,0.753253,0.742602,0.711893,0.716509,0.711108,0.698351,0.725923,0.77111,0.811883,0.84273,0.854052,0.818578,0.80183,0.803532,0.68753
fsi_fe46be5dc2e2,0.816524,0.951357,0.986329,0.713557,0.377223,0.295049,0.180938,0.175188,0.106342,0.076226,0.08387,0.000198,0.107017,0.410148,0.590303,0.653199,0.78508,0.643306,0.37793,0.332133,0.305632,0.456199,0.433266,0.43752,0.770113,0.83139,0.504819,0.701757,0.610032,0.665877,0.666523,0.662877,0.399744,0.412626,0.347863,0.217055,0.317565,0.410245,0.577493,0.58857,0.571894,0.636165,0.466698,0.605021,0.535737,0.676471,0.344725,0.39755,0.908541,0.90073,0.864901,0.922836,0.985389,0.990707,0.995421,0.985575,0.990468,0.855323,0.905759,0.91729,0.930958,0.94633,0.850733,0.867891,0.8708,0.858153,0.874031,0.869011,0.896976,0.884932,0.899694,0.925012,0.94984,0.967656,0.980426,0.981716,0.989464,0.906135
fsi_66240198f5c8,0.814066,0.114564,0.099979,0.099154,0.144331,0.312638,0.401654,0.352688,0.227722,0.252098,0.320238,0.218846,0.426749,0.640907,0.902913,0.869508,0.579839,0.546078,0.071692,0.112892,0.134061,0.175731,0.09229,0.025949,0.055753,0.113743,0.062201,0.038055,0.050453,0.046538,0.062449,0.13333,0.060028,0.033602,0.039732,0.038226,0.049829,0.137357,0.324215,0.465518,0.292147,0.495513,0.593589,0.369496,0.420263,0.466452,0.089092,0.099469,0.010365,0.009316,0.025217,0.011812,0.017088,0.027172,0.045796,0.074236,0.118486,0.121782,0.124406,0.136999,0.089771,0.129349,0.141868,0.199771,0.250629,0.246787,0.275254,0.155352,0.182844,0.224005,0.235472,0.238854,0.279903,0.314483,0.346584,0.346541,0.351817,0.401691
fsi_05ed724627cc,0.1761,0.297313,0.512753,0.703218,0.500897,0.484012,0.379644,0.431039,0.572737,0.552684,0.649478,0.51509,0.543124,0.917241,0.361691,0.520182,0.655358,0.589335,0.711381,0.738714,0.547749,0.684005,0.632752,0.498226,0.434219,0.011789,0.019681,0.028253,0.043707,0.077183,0.068029,0.0841,0.056818,0.001251,0.001454,0.004598,0.433718,0.754718,0.296474,0.462011,0.448813,0.407094,0.299906,0.402161,0.34259,0.25804,0.256386,0.332352,0.048915,0.023653,0.068418,0.054481,0.175313,0.270647,0.279864,0.346716,0.432044,0.504872,0.560635,0.484017,0.572768,0.675207,0.694451,0.653303,0.70444,0.699145,0.72226,0.803471,0.528445,0.389689,0.342667,0.356523,0.377461,0.300296,0.348606,0.399421,0.442969,0.485838
fsi_9659426fd053,0.339805,0.430936,0.480426,0.652578,0.619615,0.286905,0.126238,0.009879,0.036767,0.024017,0.028022,0.000815,0.232772,0.469624,0.325809,0.406102,0.541729,0.429747,0.547642,0.532722,0.388401,0.378224,0.352173,0.170268,0.220431,0.307178,0.433807,0.5638,0.671695,0.78931,0.658583,0.547187,0.494851,0.26784,0.342525,0.315439,0.536634,0.728804,0.715216,0.504719,0.145632,0.218709,0.090883,0.134748,0.176208,0.21934,0.220269,0.181664,0.097988,0.082805,0.169763,0.195882,0.290058,0.389323,0.502018,0.512032,0.487288,0.357744,0.46491,0.430338,0.360778,0.456118,0.507957,0.578525,0.630169,0.702233,0.74241,0.762249,0.738819,0.75438,0.733678,0.76158,0.787936,0.798095,0.835027,0.847351,0.872067,0.752506
fsi_37de4c3051cc,0.215359,0.386207,0.581646,0.655956,0.439278,0.30956,0.209806,0.188973,0.269846,0.161781,0.221191,0.171769,0.561971,0.792695,0.478285,0.634109,0.790539,0.647552,0.787539,0.825378,0.703481,0.7683,0.770455,0.582386,0.515119,0.015368,0.021285,0.021307,0.027637,0.057097,0.082953,0.070114,0.05048,0.001924,0.002304,0.0069,0.469579,0.779052,0.380917,0.538515,0.599345,0.517315,0.410348,0.544171,0.441752,0.351344,0.305612,0.380388,0.081981,0.044657,0.104474,0.074627,0.230921,0.321957,0.315425,0.393234,0.505413,0.479455,0.543232,0.525567,0.634354,0.729759,0.768698,0.720237,0.751939,0.783614,0.795322,0.838402,0.501348,0.262138,0.214769,0.26141,0.28284,0.212319,0.284757,0.300931,0.359809,0.359797
